summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,target_node,true_label,purified_pred,purified_is_correct,smoothed_pred,is_correct,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,pA_lower,target_edge_retention
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.6731802208916264,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2653,0,0,1,1,0,0,0,0,0,0,0.758110066420423,0.4
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1809,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1809,3,3,1,3,1,0,0,0,0,0,0.9702473281193681,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1809,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.8093788356970933,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.8239709262113047,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1809,3,3,1,1,0,0,0,0,0,0,0.8598292565157926,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1937,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1937,3,3,1,3,1,0,0,0,0,0,0.9571436873657766,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1937,3,3,1,3,1,0,0,0,0,0,0.9274084157427628,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5371896586669733,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5654011961081865,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1937,3,3,1,1,0,0,0,0,0,0,0.6517925766823051,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2411,3,2,0,2,0,0,0,0,0,0,0.9811771485586084,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2411,3,2,0,2,0,0,0,0,0,0,0.9811771485586084,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2411,3,2,0,2,0,0,0,0,0,0,0.9752825416552515,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2411,3,2,0,1,0,0,0,0,0,0,0.7358393604689991,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2411,3,2,0,1,0,0,0,0,0,0,0.7138305813324539,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2411,3,2,0,1,0,0,0,0,0,0,0.758110066420423,0.75
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1982,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1982,5,5,1,5,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1982,5,5,1,5,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.6385196742124899,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.7029157011491578,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1982,5,5,1,1,0,0,0,0,0,0,0.7892265674235782,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2093,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2093,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2093,1,1,1,1,1,1,1,1,0,1,0.9811771485586084,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,2,2,2,2,2,0.9702473281193681,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,2,0,0,0,0,0.9702473281193681,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2093,1,1,1,1,1,5,0,0,0,0,0.9752825416552515,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2009,3,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2009,3,0,0,0,0,0,0,0,0,0,0.945437885141615,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2009,3,0,0,0,0,0,0,0,0,0,0.8752146478669057,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.8387535640440293,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.8122832128990234,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2009,3,0,0,1,0,0,0,0,0,0,0.8909496662029435,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2289,4,4,1,4,1,1,1,1,0,1,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.5602513803851826,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.5783164717719401,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2289,4,4,1,4,1,0,0,0,0,0,0.4715554469802392,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1773,1,1,1,1,1,1,1,1,0,1,0.9811771485586084,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,1,1,1,1,0.9492398681704209,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,0,0,0,0,0.9344582277457292,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1773,1,1,1,1,1,4,0,0,0,0,0.9612958817839642,0.6666666666666666
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2167,2,0,0,0,0,0,0,0,0,0,0.9612958817839642,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2167,2,0,0,0,0,0,0,0,0,0,0.9380570722013619,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2167,2,0,0,0,0,0,0,0,0,0,0.903856326336451,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.8783310494740202,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2167,2,0,0,1,0,0,0,0,0,0,0.8598292565157926,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2167,2,0,0,1,0,0,0,0,0,0,0.9309105551016821,0.5
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2410,3,3,1,3,1,0,0,0,0,0,0.9702473281193681,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2410,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2410,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.7083659966645378,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2410,3,3,1,1,0,0,0,0,0,0,0.730313785511578,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2410,3,3,1,1,0,0,0,0,0,0,0.772177475684926,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2514,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2514,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2514,2,2,1,2,1,0,0,0,0,0,0.9702473281193681,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6571217060012062,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2514,2,2,1,1,0,0,0,0,0,0,0.6517925766823051,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2514,2,2,1,1,0,0,0,0,0,0,0.7750057680980627,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2653,0,0,1,0,1,0,0,0,0,0,0.9417140423720242,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2653,0,0,1,0,1,0,0,0,0,0,0.9071366743972511,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2653,0,0,1,0,1,0,0,0,0,0,0.8690228684137499,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.6893502941871386,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2653,0,0,1,1,0,0,0,0,0,0,0.6839474565228962,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2653,0,0,1,1,0,0,0,0,0,0,0.797826491013796,0.2
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1809,3,3,1,3,1,0,0,0,0,0,0.9571436873657766,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1809,3,3,1,3,1,0,0,0,0,0,0.945437885141615,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1809,3,3,1,3,1,0,0,0,0,0,0.8814619940614868,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.7892265674235782,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1809,3,3,1,1,0,0,0,0,0,0,0.7637225716529276,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1809,3,3,1,1,0,0,0,0,0,0,0.8846082053055586,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1937,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1937,3,3,1,3,1,0,0,0,0,0,0.9239471612843768,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1937,3,3,1,3,1,0,0,0,0,0,0.945437885141615,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5016699714052937,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1937,3,3,1,1,0,0,0,0,0,0,0.5168409432482751,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1937,3,3,1,1,0,0,0,0,0,0,0.6464749539118694,0.3333333333333333
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2411,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2411,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2411,3,3,1,3,1,0,0,0,0,0,0.9492398681704209,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2411,3,3,1,1,0,0,0,0,0,0,0.7220550445725891,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2411,3,3,1,1,0,0,0,0,0,0,0.7029157011491578,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2411,3,3,1,1,0,0,0,0,0,0,0.8210380972638196,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1982,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1982,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1982,5,5,1,5,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.6866472456200596,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1982,5,5,1,1,0,0,0,0,0,0,0.724804081325734,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1982,5,5,1,1,0,0,0,0,0,0,0.7778392127433182,0.0
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2093,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2093,1,1,1,1,1,0,0,0,0,0,0.9752825416552515,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2093,1,1,1,1,1,0,0,0,0,0,0.9702473281193681,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,1,1,1,1,1,0.945437885141615,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2093,1,1,1,1,1,1,0,0,0,0,0.9571436873657766,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2093,1,1,1,1,1,5,0,0,0,0,0.9811771485586084,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2009,3,6,0,6,0,0,0,0,0,0,0.9309105551016821,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2009,3,6,0,6,0,0,0,0,0,0,0.9137727040028779,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2009,3,6,0,6,0,0,0,0,0,0,0.8269113548323237,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2009,3,6,0,1,0,0,0,0,0,0,0.7525160759609599,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2009,3,6,0,1,0,0,0,0,0,0,0.8151944301700894,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2009,3,6,0,1,0,0,0,0,0,0,0.8846082053055586,0.25
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2289,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2289,4,4,1,4,1,1,1,1,0,1,0.9752825416552515,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.547416822914689,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2289,4,4,1,4,1,0,0,0,0,0,0.5654011961081865,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2289,4,4,1,4,1,0,0,0,0,0,0.4541262694349309,0.5714285714285714
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.4444444444444444
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1773,1,1,1,1,1,0,0,0,0,0,0.9811771485586084,0.4444444444444444
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1773,1,1,1,1,1,1,1,1,0,1,0.9811771485586084,0.4444444444444444
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,1,1,1,1,0.9380570722013619,0.4444444444444444
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1773,1,1,1,1,1,1,0,0,0,0,0.9531349401218103,0.4444444444444444
fixed-config,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1773,1,1,1,1,1,4,0,0,0,0,0.9612958817839642,0.4444444444444444
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2149,3,0,0,0,0,0,0,0,0,0,0.945437885141615,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2149,3,0,0,0,0,0,0,0,0,0,0.9239471612843768,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2007,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2007,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2007,3,3,1,3,1,0,0,0,0,0,0.945437885141615,0.0
